발명의명칭,출원인,출원일자,심사진행상태
도금 인입선이 없는 인쇄회로기판 제조 방법(Fabricating method of printed circuit board withoutelectrolytic plating lead),삼성전기주식회사(경기도 수원시 영통구...),2003.11.26,거절결정(일반)
노치를형성한리드프레임댐바아(LEAD FRAME DAMPER HAVING A KNOTCH ASSEMBLY),삼성전자주식회사(경기도 수원시 영통구...),1990.10.23,등록결정(일반)
멀티-칩 리드 노출형 패키지 및 그 적층체(Multi-Chip Exposed Lead Package And Stack Thereof),삼성전자주식회사(경기도 수원시 영통구...),2003.10.29,취하(심사미청구)
리드프레임구멍삽입랙(RACK FOR INSERTING LEAD FRAME HOLE),삼성전자주식회사(경기도 수원시 영통구...),1990.10.15,등록결정(일반)
커넥터 리드선 홀더가 구비된 편향요크의 피씨비 커버(PCB COVER HAVING CONNECTOR LEAD WIRE HOLDER FOR DY),삼성전기주식회사(경기도 수원시 영통구...),2003.09.30,거절결정(일반)
반도체 패키지용 리드 프레임(Lead Frame For Semiconductor Package),삼성전자주식회사(경기도 수원시 영통구...),2003.09.30,취하(심사미청구)
고정자의 엔드 코일 리드 선 고정 장치(END COIL LEAD WIRE HOLDER FOR STATOR),삼성광주전자 주식회사(광주광역시 광산구...),2003.04.22,취하(심사미청구)
"트랙킹 에러 신호 발생 방법 및 장치, 이에 적합한 광학저장 드라이브, 그리고 이를 이용한 리드인 제어 방법(Method and apparatus therefor for generating atracking error signal, optical storage drive therefor,and lead-in controling method thereof)",삼성전자주식회사(경기도 수원시 영통구...),2003.04.11,거절결정(일반)
계측장비의 테스터 리드봉(TESTER LEAD FOR INSTRUMENTATION EQIPMENT),삼성전자주식회사(경기도 수원시 영통구...),2002.12.12,취하(심사미청구)
반도체 패키지 리드 공급장치 및 그의 공급방법(Supplying apparatus of semiconductor lead andsupplying method thereof),삼성전자주식회사(경기도 수원시 영통구...),2002.11.04,취하(심사미청구)
도금 장치의 리드 프레임 고정기(Apparatus for fixing Lead frame for plating device),삼성전자주식회사(경기도 수원시 영통구...),2002.10.16,취하(심사미청구)
리드 프레임 검사용 카메라가 설치된 절단/절곡 장치(Trim/form device having camera for checking lead frame),삼성전자주식회사(경기도 수원시 영통구...),2002.09.09,취하(심사미청구)
리드 프레임 공급 장치(An apparatus for supply of lead frame),삼성전자주식회사(경기도 수원시 영통구...),2002.08.13,취하(심사미청구)
절단/절곡 장치의 리드 프레임 스트립 겹침 검출 장치(Apparatus for detecting overlapped lead frame strip),삼성전자주식회사(경기도 수원시 영통구...),2002.08.19,거절결정(일반)
리드 성형 장치의 포켓 유닛(Pocket unit of lead forming apparatus),삼성전자주식회사(경기도 수원시 영통구...),2002.08.01,취하(심사미청구)
티씨피 리드의 범프 접합부 구조(Structure of bump united part of lead in TCP),삼성전자주식회사(경기도 수원시 영통구...),2002.06.26,포기(등록료 미납)
리드프레임 이송장치(lead frame transferring apparatus),삼성전자주식회사(경기도 수원시 영통구...),2002.05.27,취하(심사미청구)
리드 프레임 이송 장치(Apparatus for transferring lead frame),삼성전자주식회사(경기도 수원시 영통구...),2002.05.22,취하(심사미청구)
반도체 패키지 리드간 이물질 제거장치 및 그 제거방법(Foreign material removal apparatus for semiconductorpackage leads and removal method thereof),삼성전자주식회사(경기도 수원시 영통구...),2002.04.29,취하(심사미청구)
리드프레임 트리밍 시스템(A lead frame trimming system),삼성전자주식회사(경기도 수원시 영통구...),2002.04.10,취하(심사미청구)
리드 조각 튐 방지부를 구비한 리드 절삭 장치(Lead cutting apparatus comprising prevention partsagainst sputtering lead scraps),삼성전자주식회사(경기도 수원시 영통구...),2002.02.04,포기(등록료 미납)
단층 선도금 리드프레임(A single layer pre-plated lead frame),삼성전자주식회사(경기도 수원시 영통구...),2002.01.10,포기(등록료 미납)
3-컴팩트디스크 체인저의 테이블 오브 콘텐츠 영역 독취방법(Table of Contents Lead In Reading Method of 3-CDChanger),삼성전기주식회사(경기도 수원시 영통구...),2001.12.26,등록결정(일반)
리드 프레임 적재 장치(Apparatus for stacking lead frame),삼성전자주식회사(경기도 수원시 영통구...),2001.12.06,취하(심사미청구)
리드 프레임 상의 도금층을 제거하는 방법(Rework method for removing plating layer on lead frame),삼성전자주식회사(경기도 수원시 영통구...),2001.09.28,취하(심사미청구)
와이어 본딩용 리드프레임 클램핑 장치(Lead frame clamping apparatus for wire bonding),삼성전자주식회사(경기도 수원시 영통구...),2001.08.27,거절결정(일반)
씨디 플레이어의 리드인 타임 감속방법(Compact Disk Lead-in Time Deceleration Method ofCompact Disk Player),삼성전기주식회사(경기도 수원시 영통구...),2001.07.26,거절결정(일반)
리드 프레임 및 그 제조 방법(Lead frame and manufacturing method of the same),삼성전자주식회사(경기도 수원시 영통구...),2001.07.31,취하(심사미청구)
성형 장치용 리드 프레임 이송 장치(Apparatus for transferring lead frame),삼성전자주식회사(경기도 수원시 영통구...),2001.07.19,취하(심사미청구)
퓨전 유브이 베이크 설비의 카세트 리드 구조(CASSETTE LEAD STRUCTURE OF FUSION UV/BAKE EQUIPMENT),삼성전자주식회사(경기도 수원시 영통구...),2001.07.12,취하(심사미청구)
변형 방지용 리드 프레임을 갖는 이중 칩 패키지(Dual die package having lead frame for preventing transformation),삼성전자주식회사(경기도 수원시 영통구...),2001.03.05,등록결정(일반)
반도체 패키지 성형 공정에서의 리드 프레임 공급 불량감지 방법(Method For Detecting Loading Miss Of Lead Frame In Molding Process For Semiconductor Package),삼성전자주식회사(경기도 수원시 영통구...),2000.12.28,등록결정(일반)
플라이 백 트랜스포머의 애노드 리드 결합장치(DEVICE FOR COMBINE ANODE LEAD OF FBT),삼성전기주식회사(경기도 수원시 영통구...),2000.12.12,거절결정(일반)
반도체 설비의 리드 스크류 세정 기구 및 세정 방법.(Tool and method for lead screw cleaning in asemiconductor apparatus),삼성전자주식회사(경기도 수원시 영통구...),2000.12.06,취하(심사미청구)
패키지 균열 방지용 더미 리드를 가지는 리드 프레임과그를 이용한 반도체 칩 패키지(Lead Frame Having Dummy Lead For Preventing PackageCrack And Semiconductor Chip Package Using The LeadFrame),삼성전자주식회사(경기도 수원시 영통구...),2000.11.23,등록결정(일반)
LOC형 반도체 칩 패키지(Lead on chip type semiconductor chip package),삼성전자주식회사(경기도 수원시 영통구...),2000.07.20,취하(심사미청구)
리드 프레임 이송 장치(Apparatus for transferring lead frame),삼성전자주식회사(경기도 수원시 영통구...),2000.05.10,취하(심사미청구)
도금액을 균일하게 조절하는 리드 프레임 도금 장치(Lead frame plating apparatus controlling platingsolution equally),삼성전자주식회사(경기도 수원시 영통구...),2000.02.08,취하(심사미청구)
리드프레임의 변형을 감지하는 방법(Method for inspecting deformation of lead frames),삼성전자주식회사(경기도 수원시 영통구...),2000.02.18,취하(심사미청구)
전도성 막질이 구비된 리드 프레임(Lead frame with conductive layer),삼성전자주식회사(경기도 수원시 영통구...),2000.01.10,취하(심사미청구)
쿼드 플랫 패키지용 리드 프레임(Lead frame for Quad Flat Package),삼성전자주식회사(경기도 수원시 영통구...),2000.01.06,거절결정(일반)
BLP형 반도체 칩 패키지(Bottom Lead Plastic Type Semiconductor Chip Package),삼성전자주식회사(경기도 수원시 영통구...),1999.12.28,등록결정(일반)
스위치 소자용 리드 프레임(Lead frame for switch device),삼성전자주식회사(경기도 수원시 영통구...),1999.12.22,취하(심사미청구)
압축기용 고정자의 마그네트와이어와 클러스터리드와이어의 연결구조(A MOUNTING STRUCTURE OF CLUSTER LEAD-WIRE ANDMAGINT-WIRE OF STATOR FOR COMPRESSOR),삼성광주전자 주식회사(광주광역시 광산구...),1999.12.20,등록결정(일반)
반도체 패키지 성형장치의 리드 프레임 이송장치(apparatus for transferring lead-frame of moldingequipment for semiconductor package),삼성전자주식회사(경기도 수원시 영통구...),1999.12.13,취하(심사미청구)
커플 본딩부를 구비한 빔 리드를 포함하는 에프비지에이패키지(FBGA package comprising beam leads with couplebonding area),삼성전자주식회사(경기도 수원시 영통구...),1999.12.08,등록결정(일반)
빔 리드를 갖는 탭 테이프와 그 제조 방법(TAB tape having beam lead and manufacturing methodthereof),삼성전자주식회사(경기도 수원시 영통구...),1999.09.22,취하(심사미청구)
리드 온 칩 패키지의 리드 프레임(Lead frame of a lead on chip package),삼성전자주식회사(경기도 수원시 영통구...),1999.09.15,취하(심사미청구)
반도체 칩 패키지용 리드 성형 장치(Forming apparatus for lead of semiconductor chippackage),삼성전자주식회사(경기도 수원시 영통구...),1999.09.21,취하(심사미청구)
리드 온 칩 패키지(Lead on chip package),삼성전자주식회사(경기도 수원시 영통구...),1999.09.10,취하(심사미청구)
리드가 없는 반도체 패키지(Non-leaded semiconductor package),삼성전자주식회사(경기도 수원시 영통구...),1999.08.24,취하(심사미청구)
이중 리드를 갖는 반도체 칩 패키지(Semiconductor chip package having double lead),삼성전자주식회사(경기도 수원시 영통구...),1999.08.25,취하(심사미청구)
빔 리드 본딩 방법(Method for bonding beam lead),삼성전자주식회사(경기도 수원시 영통구...),1999.08.18,등록결정(일반)
리드 절곡 장치(Apparatus for forming lead),삼성전자주식회사(경기도 수원시 영통구...),1999.08.17,취하(심사미청구)
리드 성형 장치(Apparatus for forming lead),삼성전자주식회사(경기도 수원시 영통구...),1999.08.30,취하(심사미청구)
리드 온 칩형 리드 프레임 및 그를 이용한 적층칩 패키지(LOC type lead frame and multi chip package using the same),삼성전자주식회사(경기도 수원시 영통구...),1999.05.31,취하(심사미청구)
리드 온 칩 패키지(Lead on chip(LOC) package),삼성전자주식회사(경기도 수원시 영통구...),1999.05.03,취하(심사미청구)
L자형 접속 리드를 갖는 테스트 소켓(Test socket having L type contact lead),삼성전자주식회사(경기도 수원시 영통구...),1999.03.02,취하(심사미청구)
집적회로 패키지의 리드핀 납땜 검사방법 및 검사장치(Method for inspecting lead pins of IC package and apparatustherefor),삼성전자주식회사(경기도 수원시 영통구...),1999.02.02,등록결정(일반)
리드 온 칩 패키지(Lead on chip package),삼성전자주식회사(경기도 수원시 영통구...),1999.01.08,취하(심사미청구)
패키지의 리드 절곡 장치(Apparatus of trimming & forming lead for package),삼성전자주식회사(경기도 수원시 영통구...),1999.01.18,등록결정(일반)
그라운드 본딩이 용이한 리드프레임 및 이를 이용한 본딩방법(LEAD FRAME TO BE FACILELY GROUND-BONDED AND BONDING METHOD USING LEAD FRAME),삼성전자주식회사(경기도 수원시 영통구...),1998.12.31,취하(심사미청구)
리드 프레임 및 그를 이용한 반도체 패키지(LEAD FRAME AND SEMICONDUCTOR PACKAGE USING THEM),삼성전자주식회사(경기도 수원시 영통구...),1998.12.18,등록결정(일반)
반도체 패키지 성형 설비의 리드 프레임 스트립 운반 장치(APPARATUS FOR CONVEYING LEAD FRAME STRIPS OF SEMICONDUCTOR PACKAGE FORMING DEVICE),삼성전자주식회사(경기도 수원시 영통구...),1998.11.28,취하(심사미청구)
리드 프레임 이송장치(APPARATUS FOR TRANSFERRING LEAD FRAME),삼성전자주식회사(경기도 수원시 영통구...),1998.11.13,등록결정(일반)
사각형 스프로켓 드라이버를 갖춘 리드 스크류(LEAD SCREW EQUIPPED WITH SQUARE SPROCKET DRIVER),삼성전자주식회사(경기도 수원시 영통구...),1998.10.30,취하(심사미청구)
리드 스크루 세척기(LEAD SCREW WASHER),삼성전자주식회사(경기도 수원시 영통구...),1998.10.30,취하(심사미청구)
오엘비 장비용 탭 테이프 공급 장치의 탭 테이프 청소 장치(TAB TAPE CLEANING APPARATUS OF TAB TAPE SUPPLIER FOR OUTER LEAD BONDING EQUIPMENT),삼성전자주식회사(경기도 수원시 영통구...),1998.08.25,등록결정(일반)
집적 회로 패키지의 리드 검사장비 및 그 검사방법(INTEGRATED CIRCUIT PACKAGE LEAD TESTING APPARATUS AND METHOD),삼성전자주식회사(경기도 수원시 영통구...),1998.07.13,등록결정(일반)
2단 절곡부를 갖는 리드 절곡 금형(LEAD FORMING DIE HAVING DOUBLE FORMING AREA),삼성전자주식회사(경기도 수원시 영통구...),1998.08.05,취하(심사미청구)
집적회로 패키지 리드 검사장비 및 그 리드 관측장치의 제조방법(INTEGRATED CIRCUIT PACKAGE LEAD TESTING APPARATUS AND MANUFACTURING METHOD OF THE LEAD TESTING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),1998.07.13,취하(심사미청구)
리드 성형 장치(LEAD MOLDING DEVICE),삼성전자주식회사(경기도 수원시 영통구...),1998.07.03,취하(심사미청구)
리드프레임용 메거진(LEAD FRAME MAGAZINE),삼성전자주식회사(경기도 수원시 영통구...),1998.07.03,취하(심사미청구)
액정표시소자와 인쇄회로기판의 리드 용접을위한 위치정렬방법(POSITION ARRAY METHOD FOR LEAD WELDING OF PCB AND LCD),삼성전자주식회사(경기도 수원시 영통구...),1998.07.04,거절결정(일반)
반도체 패키지용 리드 절단/절곡 장치(LEAD TRIM/FORM DEVICE FOR SEMICONDUCTOR PACKAGE),삼성전자주식회사(경기도 수원시 영통구...),1998.06.24,거절결정(일반)
리드 온 칩 패키지(LEAD ON CHIP PACKAGE),삼성전자주식회사(경기도 수원시 영통구...),1998.06.11,취하(심사미청구)
빔리드본딩 헤드(BEAM LEAD BONDING HEAD),삼성전자주식회사(경기도 수원시 영통구...),1998.06.19,취하(심사미청구)
엘오씨 타입 리드프레임 및 이를 이용한 엘오씨패키지(LOC TYPE LEAD FRAME AND AN LOC PACKAGE USING THEREOF FOR PREVENTING DEFECT FROM BEING GENERATED CAUSED BY SHIFT OF A SEMICONDUCTOR CHIP BY IMPROVING ADHESION FORCE BETWEEN THE SEMICONDUCTOR CHIP AND THE LEAD FRAME),삼성전자주식회사(경기도 수원시 영통구...),1998.05.22,취하(심사미청구)
리드 온 칩 패키지(LEAD-ON-CHIP PACKAGE),삼성전자주식회사(경기도 수원시 영통구...),1998.06.08,취하(심사미청구)
반도체 칩 패키지(SEMICONDUCTOR CHIP PACKAGE FOR MINIMIZING CROSS-TALK BETWEEN A BONDING WIRE AND AN ADJOINING LEAD BY CONNECTING A GROUND LEAD WITH A CONNECTION BAR AND CONNECTING THE CONNECTION BAR TO A DIE-PAD USING A GROUND WIRE),삼성전자주식회사(경기도 수원시 영통구...),1998.05.20,취하(심사미청구)
리드들의 부착 위치 검사방법(METHOD FOR INSPECTING BONDING POSITION OF LEADS TO INCREASE INSPECTION PRECISION ACCORDING TO MATCHING DEGREE OF PATTERN),삼성전자주식회사(경기도 수원시 영통구...),1998.05.26,등록결정(일반)
칩 스케일 패키지의 제조 방법(METHOD FOR MANUFACTURING CHIP SCALE PACKAGE CAPABLE OF FORMING PIN LEAD BY PATTERNING BASE SUBSTRATE),삼성전자주식회사(경기도 수원시 영통구...),1998.05.29,등록결정(일반)
리드프레임을 식별할 수 있는 리드프레임 공급장치(LEAD FRAME SUPPLY APPARATUS FOR IDENTIFYING LEAD FRAME CAPABLE OF IDENTIFYING KINDS OF LEAD FRAMES HAVING DIFFERENT NUMBER OF LEADS),삼성전자주식회사(경기도 수원시 영통구...),1998.05.26,등록결정(일반)
리드 프레임 가이드 레일의 폭 조절 장치(APPARATUS FOR ADJUSTING A GUIDE RAIL WIDTH OF LEAD FRAME),삼성전자주식회사(경기도 수원시 영통구...),1998.06.02,취하(심사미청구)
리드 온 칩 멀티 칩 패키지(LOC MULTI CHIP PACKAGE FOR REDUCING SIZE OF THE WHOLE PACKAGE BY CONNECTING BONDING PADS WITH INNER LEADS BY USING SHORT WIRES),삼성전자주식회사(경기도 수원시 영통구...),1998.05.13,취하(심사미청구)
"다이 어태치 장치(DIE ATTACH DEVICE, PARTICULARLY FOR MINIMIZING THE OXIDATION OF THE SURFACE OF A LEAD FRAME BY INJECTING AN INERT GAS)",삼성전자주식회사(경기도 수원시 영통구...),1998.04.30,취하(심사미청구)
"구리계 리드 프레임 및 그를 이용한 반도체 칩 패키지(COPPER LEAD FRAME AND A SEMICONDUCTOR CHIP PACKAGE USING THE SAME, PARTICULARLY FOR PREVENTING THE PACKAGE FROM BEING BROKEN BY ABSORBING THE CHANGE OF THE LENGTH OF A DIE PAD BY USING A PAD LINK BAR)",삼성전자주식회사(경기도 수원시 영통구...),1998.05.20,취하(심사미청구)
반도체 패키지용 보호 소켓(PROTECTIVE SOCKET FOR SEMICONDUCTOR PACKAGE CAPABLE OF PROTECTING LEADS OF SEMICONDUCTOR PACKAGE FROM EXTERNAL IMPACT AND HIGH TEMPERATURE),삼성전자주식회사(경기도 수원시 영통구...),1998.05.11,등록결정(일반)
에스.아이.피(SIP) 패키지 모듈 검사용 콘택터 및 이를 이용한 검사방법(CONTACTOR FOR TESTING AN SIP(SINGLE IN-LINE PACKAGE) MODULE AND A TEST METHOD USING THE SAME ESPECIALLY FOR RESTRICTING LEAD DAMAGE WITHOUT A MISTAKE OF A WORKER BY AUTOMATICALLY TESTING THE MODULE THROUGH THE CONTACTOR),삼성전자주식회사(경기도 수원시 영통구...),1998.05.12,취하(심사미청구)
"리드 프레임 카운팅 장치(DEVICE FOR COUNTING A LEAD FRAME, PARTICULARLY CONCERNED WITH AUTOMATICALLY RECOGNIZE THE NUMBER OF A LEAD FRAME LOADED ON A MAGAZINE OF A CARRIER BY DIVIDING THE THICKNESS OF AN INDIVIDUAL LEAD FRAME VIA A CONTROLLER)",삼성전자주식회사(경기도 수원시 영통구...),1998.04.01,취하(심사미청구)
"성형 완료된 리드 프레임 픽업장치(PICKUP DEVICE FOR A LEAD FRAME WHERE MOLDING IS COMPLETED, PARTICULARLY RELATED TO DECREASING THE FAILURE OF A PACKAGE BY PRECLUDING A PICKUPPED LEAD FRAME FROM BEING FALLEN DURING A TRANSFERRING PROCESS)",삼성전자주식회사(경기도 수원시 영통구...),1998.04.09,취하(심사미청구)
"마이크로볼그리드어레이의 테이프부착용 리드프레임(TAPE ATTACHING LEAD FRAME OF A MICRO BALL GRID ARRAY, PARTICULARLY CONCERNED WITH PREVENTING THE CENTRAL PART OF THE &mu;BGA FROM SAGGING IN A HIGH TEMPERATURE BY INTEGRATING A SUPPORT BAR IN THE FRAME)",삼성전자주식회사(경기도 수원시 영통구...),1998.03.25,취하(심사미청구)
한 쌍의 기준면을 갖는 빔 리드용 본드 헤드(BEND HEAD FOR BEAM LEAD HAVING PAIR OF REFERENCE PLANES CAPABLE OF PREVENTING DAMAGE OF COMPONENTS BY SIMPLIFYING COUPLING STRUCTURE BETWEEN TRANSDUCER AND BONDING TOOL),삼성전자주식회사(경기도 수원시 영통구...),1998.04.02,등록결정(일반)
"와이어 본딩 공정용 히터 블록(HEATER BLOCK FOR A WIRE BONDING PROCESS, PARTICULARLY CONCERNED WITH PREVENTING AN OUTTER LEAD FROM BEING DAMAGED BY PREVENTING HEAT FROM A MAIN BODY FROM BEING TRANSMITTED TO THE OUT LEAD DUE TO A GROOVE FORMED ON THE MAIN BODY)",삼성전자주식회사(경기도 수원시 영통구...),1998.03.23,취하(심사미청구)
칩의 리드간 납땜불량 검사방법(METHOD FOR CHECKING SOLDERING DEFECTS BETWEEN LEADS OF CHIP),삼성전자주식회사(경기도 수원시 영통구...),1998.03.07,등록결정(일반)
아우터 리드 본딩 머신의 부품 지지 장치(DEVICE FOR SUPPORTING OUTER LEAD BONDING MACHINE),삼성전자주식회사(경기도 수원시 영통구...),1998.03.07,등록결정(일반)
"몰딩 다이 세정용 페이퍼 리드 프레임(PAPER LEAD FRAME FOR CLEANING A MOLDING DIE, ESPECIALLY FOR INSERTING REINFORCING STEEL WIRES IN A PAPER LEAD FRAME BODY OR BONDING A STEEL PLATE TO THE PAPER LEAD FRAME BODY)",삼성전자주식회사(경기도 수원시 영통구...),1998.03.16,취하(심사미청구)
"볼그리드어레이용 리드프레임(LEAD FRAME FOR BALL GRID ARRAY, ESPECIALLY FOR APPLYING TO CONVENTIONAL DEVICES BY FORMING AN OUTER PART OF THE LEAD FRAME TO BE THICKER THAN A CENTRAL PART)",삼성전자주식회사(경기도 수원시 영통구...),1998.03.13,취하(심사미청구)
"다결정 실리콘 박막트랜지스터용 액정표시패널(LCD PANEL ADOPTING A POLY SILICON TFT HAVING LEAD LINES, PARTICULARLY FOR MOUNTING A NEW DRIVER IC AGAINST THE DEFECT OF A DRIVING CIRCUIT INTEGRATED THEREON)",삼성전자주식회사(경기도 수원시 영통구...),1998.02.20,등록결정(일반)
자동 삽입기의 리드 찌꺼기 흡입 장치(apparatus for sucking lead remains of automatic inserter),삼성전자주식회사(경기도 수원시 영통구...),1998.02.27,등록결정(일반)
"떨어진 납덩이에 의한 단락결함을 방지할 수 있는 큐.에프.피소켓(QFP(QUAD FLAT PACKAGE) SOCKET CAPABLE OF PREVENTING A SHORT DETECT BY DROPPED LUMP OF LEAD, ESPECIALLY INCLUDING A LEAD REMOVING UNIT WHICH IS INSERTED BETWEEN SOCKET PINS AND LIFTS A LUMP OF LEAD UP TO REMOVE THE LUMP OF LEAD)",삼성전자주식회사(경기도 수원시 영통구...),1998.03.16,취하(심사미청구)
"테이프캐리어패키지 본딩장치(DEVICE FOR BONDING A TCP FOR MINIMIZING BONDING FAILURE WHEN BONDING AN INPUT LEAD WITH AN OUTPUT LEAD, BY USING A HOT-ROLLER)",삼성전자주식회사(경기도 수원시 영통구...),1998.02.09,취하(심사미청구)
엘오씨패키지용 다이본딩장치(DEVICE FOR DIE-BONDING A LOC PACKAGE FOR PREVENTING A LEAD FRAME FROM BEING OXIDIZED BY SUPPLYING OXIDATION PREVENTIVE GAS TO THE LEAD FRAME),삼성전자주식회사(경기도 수원시 영통구...),1998.02.06,취하(심사미청구)
버퍼의 가이드일체형 리드프레임매거진(LEAD FRAME MAGAZINE OF A BUFFER HAVING INTEGRATED GUIDE FOR ELIMINATING INCONVENIENCE FOR CHANGING THE LEAD FRAME MAGAZINE BY REGULATING AN INTERVAL BETWEEN A FIRST AND A SECOND VERTICAL UNIT WHEN THE SIZE AND SHAPE OF THE LEAD FRAME CHANGES),삼성전자주식회사(경기도 수원시 영통구...),1998.02.09,취하(심사미청구)
리드프레임용 매거진(MAGAZINE FOR A LEAD FRAME FOR IMPROVING PRODUCTIVITY BY FORMING AN OPENING CAPABLE OF STORING THE DIFFERENT SIZES OF THE LEAD FRAME),삼성전자주식회사(경기도 수원시 영통구...),1998.02.03,취하(심사미청구)
리드 프레임 스트립 구조(STRIP STRUCTURE FOR A LEAD FRAME ESPECIALLY CONCERNED WITH PRECLUDING BENDING OF A LEAD FRAME STRIP FROM BEING GENERATED BY DISPERSING POWER PRESSURIZED ON A FORMING REGION FOR A LEAD VIA A THROUGH-HOLE),삼성전자주식회사(경기도 수원시 영통구...),1998.01.22,취하(심사미청구)
볼 베어링을 이용한 웨이퍼 이송장치(WAFER TRANSFER APPARATUS USING BALL BEARINGS FOR BLOCKING IMPURITY GENERATION CAUSED BY FRICTION OF LEAD SCREW AND COUPLING WHEN TRANSFERRING THE WAFER BY INSERTING BALL BEARINGS BETWEEN THE LEAD SCREW AND THE COUPLING),삼성전자주식회사(경기도 수원시 영통구...),1997.12.30,취하(심사미청구)
"반도체 칩 패키지용 리드 프레임(LEAD FRAME FOR A SEMICONDUCTOR CHIP PACKAGE, PARTICULARLY CONCERNED WITH PREVENTING THE PACKAGE FROM BEING CRACKED BY MINIMIZING A DIE PAD REGION AND DIFFUSING STRESS ON THE BOTTOM OF A DIE PAD TO BAR PADS)",삼성전자주식회사(경기도 수원시 영통구...),1997.12.29,취하(심사미청구)
리드 스크류 어셈블리(LEAD SCREW ASSEMBLY FOR PREVENTING DEGRADATION DUE TO MECHANICAL CONTACT OF A MODULE TRANSFER PART AND A SCREW BY SUPPLYING A LUBRICANT TO THE SCREW THROUGH AN INJECTION UNIT),삼성전자주식회사(경기도 수원시 영통구...),1997.12.29,취하(심사미청구)
리드 프레임 검사 시스템 및 방법(SYSTEM AND A METHOD FOR INSPECTING A LEAD FRAME ESPECIALLY CONCERNED WITH AUTOMATICALLY INSPECTING A STATE OF THE LEAD FRAME BY OBTAINING FRONT AND REAR ILLUMINATION IMAGES OF THE LEAD FRAME),삼성전자주식회사(경기도 수원시 영통구...),1997.12.29,포기(등록결정전 포기서제출)
반도체칩과리드프레임이직접전기적으로접속되는반도체칩패키지소자(SEMICONDUCTOR CHIP PACKAGE DEVICE USING ENHANCED CONNECTION STRUCTURE BETWEEN SEMICONDUCTOR CHIP AND LEAD FRAME FOR IMPROVING SIGNAL TRANSFER RATE),삼성전자주식회사(경기도 수원시 영통구...),1997.12.27,등록결정(일반)
"빔리드본딩불량검출을 위한 빔리드본딩장치 및 방법(BEAM LEAD BONDING APPARATUS FOR DETECTING BEAM LEAD BONDING FAIL AND A METHOD THEREFORE, ESPECIALLY FOR OBTAINING RELIABILITY OF BEAL LEAD BONDING)",삼성전자주식회사(경기도 수원시 영통구...),1997.12.24,취하(심사미청구)
리드프레임을이용한반도체칩패키지(SEMICONDUCTOR CHIP PACKAGE USING LOWER SURFACES OF DIE PAD AND CONTACT LEAD AS EXTERNAL CONNECTION TERMINALS FOR REDUCE PACKAGE SIZE AND ECONOMIZING FABRICATION COSTS),삼성전자주식회사(경기도 수원시 영통구...),1997.12.12,등록결정(일반)
이방성 전도막이 형성된 내부 리드를 갖는 리드프레임 및 그를이용한 반도체 칩 패키지(LEAD FRAME HAVING INNER LEADS INCLUDING AN AEOLOTROPIC CONDUCTING LAYER AND A SEMICONDUCTOR CHIP PACKAGE USING THE SAME FOR INCREASING ADHESIVENESS BETWEEN THE INNER LEADS AND A BONDING WIRE),삼성전자주식회사(경기도 수원시 영통구...),1997.12.10,취하(심사미청구)
빔 리드 접착 도구와 이를 이용한 접착 방법(BEAM LEAD ADHESIVE IMPLEMENTS AND AN ADHESIVE METHOD USING THE SAME FOR ENHANCING STANDARD PRODUCTIVITY BY TIME BY SIMULTANEOUSLY ATTACHING MULTIPLE BEAM LEADS TO A BONDING PAD AT ONE PROCESS),삼성전자주식회사(경기도 수원시 영통구...),1997.12.12,취하(심사미청구)
축으로 내부금형을 고정하는 리드 절곡 장치의 상부금형(UPPER MOLD OF A LEAD BENDING APPARATUS FOR FIXING AN INNER MOLD WITH A SHAFT CAPALE OF PREVENTING AN UPPER MOLD FROM BEING DISMANTLED WHEN REMOVING IMPURITIES BY COMBINING A LEAD BENDING MOLD WITH A SHAFT),삼성전자주식회사(경기도 수원시 영통구...),1997.12.02,취하(심사미청구)
전자부품용무연땜납(LEAD-FREE SOLDER FOR AN ELECTRONIC PART CAPABLE OF INCREASING SPREADABILITY BY CONTAINING BI IN A SN-ZN-IN BASED LEAD-FREE SOLDER),삼성전기주식회사(경기도 수원시 영통구...),1997.11.27,거절결정(일반)
고온용무연땜납(LEAD-FREE SOLDER PASTE FOR HIGH TEMPERATURE),삼성전기주식회사(경기도 수원시 영통구...),1997.11.27,등록결정(일반)
리드 프레임용 매거진(MAGAZINE FOR A LEAD FRAME FOR PREVENTING ACCIDENTS AND ERROR OF PRODUCTS BY PREVENTING SLIPPING OF THE MAGAZINE),삼성전자주식회사(경기도 수원시 영통구...),1997.11.19,취하(심사미청구)
반도체 칩 패키지(SEMICONDUCTOR CHIP PACKAGE FOR PREVENTING VOID GENERATION BY REDUCING HARDENING PROCESS AFTER ATTACHING THE SEMICONDUCTOR CHIP TO A DIE PAD OF A LEAD FRAME),삼성전자주식회사(경기도 수원시 영통구...),1997.11.19,거절결정(일반)
반도체패키지및그제조방법(SEMICONDUCTOR PACKAGE USING ENHANCED INNER LEAD STRUCTURE FOR PREVENTING CONTACT BETWEEN WIRE AND CHIP EDGE AND MANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...),1997.11.19,등록결정(일반)
