심사진행상태,출원일자,발명의명칭,출원인
거절결정(일반),1997.12.29,"정전기 방지소자를 구비하는 반도체소자(SEMICONDUCTOR DEVICE HAVING AN ESD PREVENTIVE DEVICE, PARTICULARLY CONCERNED WITH IMPROVING STABILITY AT HIGH VOLTAGE BY FORMING A MULTI ACTIVE FIELD TRANSISTOR CONNECTED WITH VSS AND VCC AS AN INPUT PAD PROTECTION)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.27,"폴리사이드 게이트를 갖는 트랜지스터 형성방법(METHOD FOR FORMING A TRANSISTOR HAVING A POLYCIDE GATE, PARTICULARLY CONCERNED WITH PREVENTING THE LATERAL WALL OF A POLYCIDE GATE FROM BEING DEFORMED BY USING NITRIDE LAYER)",에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1997.12.26,"반도체장치의 트랜지스터 제조방법(METHOD FOR MANUFACTURING A TRANSISTOR OF A SEMICONDUCTOR DEVICE, PARTICULARLY PREVENTING SHORT CHANNEL EFFECT AND PUNCH-THROUGH BY CHANGING DISTRIBUTION OF IMPURITY IN A SOURCE/DRAIN REGION OF THE TRANSISTOR)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.27,"반도체 소자의 트랜지스터 제조방법(METHOD FOR MANUFACTURING A TRANSISTOR OF A SEMICONDUCTOR ELEMENT, PARTICULARLY FOR ENHANCING CMOS CHARACTERISTICS BY FORMING LOW CONCENTRATION N-TYPE IMPURITY JUNCTION REGIONS FOR NMOS AND PMOS TO HAVE DIFFERENT THICKNESS RESPECTIVELY)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.27,반도체 장치 및 그 제조 방법(SEMICONDUCTOR DEVICE AND A MANUFACTURING METHOD THEREOF FOR PREVENTING HEIGHT DIFFERENCE FROM OCCURRING IN THE MANUFACTURING PROCESS BY FORMING AN ISOLATION LAYER AND A GATE ELECTRODE OF A MOS TRANSISTOR IN A GROOVE FORMED IN A SEMICONDUCTOR SUBSTRATE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.26,"모스형 전계효과 트랜지스터의 BPSG산화막 평탄화방법(METHOD FOR POLISHING A BPSG OXIDE LAYER OF A MOSFET TRANSISTOR, PARTICULARLY CONCERNED WITH PREVENTING CRYSTAL DEFECT FROM ON THE BPSG OXIDE LAYER BY FORMING A SILICON ION LAYER, AND THEN POLISHING THE BPSG OXIDE LAYER)",에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.12.27,반도체장치의실리콘산화막형성방법(METHOD FOR FORMING SILICON OXIDE LAYER IN SEMICONDUCTOR DEVICE TO PREVENT THRESHOLD VOLTAGE OF MOS TRANSISTOR FROM VARYING),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.12.20,반도체소자의트랜지스터제조방법(METHOD OF MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE WITHOUT ETCH ERROR),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1997.12.19,"모스트랜지스터및그제조방법(MOS TRANSISTOR AND A MANUFACTURING METHOD THEREOF, PARTICULARLY RELATED TO REDUCING CHANNEL RESISTANCE OF THE LOW CONCENTRATION IMPURITY REGION BY FORMING A SPACER HAVING AN OPPOSITE TYPE IMPURITY WITH AN IMPURITY TYPE)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.15,"소켓형 전압감지 센서를 이용한 이그나이터의 전압 감지장치(VOLTAGE DETECTION APPARATUS OF AN IGNITER USING A SOCKET-TYPE VOLTAGE DETECTION SENSOR, ESPECIALLY FOR SENSING WHETHER A VOLTAGE IS NORMALLY APPLIED BETWEEN AN ECU AND A POWER TRANSISTOR)",에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1997.12.11,"데이터를 입출력시키기 위한 반도체 장치(SEMICONDUCTOR DEVICE FOR INPUTTING/OUTPUTTING DATA, ESPECIALLY FOR REDUCING INFLUENCE OF NOISE BY AMPLIFYING DATA OF A BIT LINE AND PREVENTING INCREASE OF A CHIP AREA BY FORMING A TRANSFER UNIT CONSISTED OF PMOS TRANSISTORS)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.10,반도체소자의 트랜지스터 형성방법(FORMING METHOD FOR A TRANSISTOR OF A SEMICONDUCTOR DEVICE ESPECIALLY CONCERNED WITH IMPROVING CREDITABILITY BY FORMING AN ELEVATED SOURCE/DRAIN ELECTRODE ON AN ACTIVE REGION),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.11,"트랜지스터 및 그의 제조 방법(TRANSISTOR AND A MANUFACTURING METHOD THEREOF FOR PRECLUDING OCCURRENCE OF PHENOMENA SUCH AS SHORT CHANNEL, HOT CARRIER, AND PUNCH-THROUGH BY FORMING TWO TRENCHES IN A W TYPE ON A SUBSTRATE OF A CHANNEL REGION)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.09,트랜지스터의 제조 방법(MANUFACTURING METHOD FOR A TRANSISTOR ESPECIALLY CONCERNED WITH IMPROVING CREDITABILITY OF A DEVICE BY REDUCING LEAKAGE CURRENT),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.12.01,박막 트랜지스터 제조 방법(MANUFACTURING METHOD FOR A THIN FILM TRANSISTOR ESPECIALLY CONCERNED WITH REDUCING GATE INDUCED DRAIN LEAKAGE BY INCREASING WIDTH OF AN OXIDE LAYER BETWEEN A GATE OXIDE LAYER AND A DRAIN),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.11.28,"반도체소자의 제조방법(METHOD OF FABRICATING A SEMICONDUCTOR ELEMENT, PARTICULARLY FOR ENHANCING PROPERTIES OF A MOS TRANSISTOR BY DIFFERENTIATING THE THICKNESS OF GATE INSULATING LAYER ON THE BOTTOM OF A GATE)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.11.17,모스트랜지스터의 제조방법(METHOD OF FABRICATING A MOS TRANSISTOR FOR SUPPLYING DIFFERENT DRIVING VOLTAGES WITHIN THE SAME SEMICONDUCTOR CHIP BY SELECTIVELY ADJUSTING THICKNESS OF A GATE INSULATING LAYER),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.11.17,모스 트랜지스터 제조방법(METHOD FOR MANUFACTURING A MOS(METAL OXIDE SEMICONDUCTOR) TRANSISTOR WITH ONLY ONE ION IMPLANTATION PROCESS OF FORMING HIGH/LOW CONCENTRATION SOURCE AND DRAIN),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.11.04,모스 트랜지스터의 제조방법(METHOD FOR MANUFACTURING MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.10.23,"반도체 소자의 트랜지스터 제조 방법(METHOD FOR MANUFACTURING A TRANSISTOR OF A SEMICONDUCTOR DEVICE, PARTICULARLY RELATED TO PREVENTING PUNCH-THROUGH AND LATCH UP)",에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1997.10.08,래치-업 방지용 트랜지스터와 이를 이용한 데이터 출력버퍼(TRANSISTOR FORMED WITH SEPARATED P-WELLS FOR PREVENTING LATCH-UP AND A DATA OUTPUT BUFFER USING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.10.14,모스 전계효과 트랜지스터 제조방법(METHOD FOR MANUFACTURING A MOS FIELD-EFFECT TRANSISTOR BY INCREASING BONDING RESISTANCE BETWEEN A SILICIDE LAYER AND A DRAIN),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.09.30,"3비트 비교기(THREE BIT COMPARING UNITS, PARTICULARLY RELATED TO REDUCING RAY-OUT AREA IN A CHIP AND COMPARISON TIME OF A CIRCUIT BY REDUCING THE NUMBER OF TRANSISTORS)",에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.09.04,스토리지도트형성방법및그를이용한단일전자메모리제조방법(FABRICATING METHOD FOR STORAGE DOT AND METHOD OF FABRICATING SINGLE ELECTRON TRANSISTOR USING THE FABRICATING METHOD FOR STORAGE DOT),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.08.30,"바이폴라 트랜지스터의 제조 방법(METHOD OF FABRICATING A BIPOLAR TRANSISTOR, PARTICULARLY FOR MINIMIZING SUBSTRATE RESISTANCE AS WELL LEAKAGE CURRENT BY FORMING A COLLECTOR JUNCTION REGION TO BE PROXIMAL TO A DIFFUSION REGION WITHIN A SEMICONDUCTOR SUBSTRATE)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.08.30,"주파수 분주 장치(FREQUENCY DIVISION DEVICE, ESPECIALLY CAPABLE OF GENERATING A LOW FREQUENCY BY DIVIDING EVEN HIGH FREQUENCY OF GIGA BYTES BY USING PLURAL MOS(METAL OXIDE SEMICONDUCTOR) TRANSISTORS)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.08.29,"반도체 메모리 소자(SEMICONDUCTOR MEMORY DEVICE, PARTICULARLY FOR CHANGING DEPLETION TRANSISTORS INTO BURIED RESISTOR TO INCREASE FLOW OF ELECTRIC CURRENT INTO CELLS BY FORMING A PLURALITY OF GATE ELECTRODES AND SOURCE/DRAIN REGIONS)",에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.08.30,반도체 소자의 트랜지스터 제조방법(MANUFACTURING METHOD OF A TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.08.30,모스 트랜지스터의 게이트 전극 및 그 형성 방법(a device and method for forming gate electrode of mos transistor),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.08.30,플래쉬메모리셀의드레인바이어스회로(DRAIN BIAS CIRCUIT OF FLASH MEMORY CELL USING TRANSISTORS FOR INCREASING GRADUALLY VOLTAGE DIFFERENCE BETWEEN PROGRAM GATE ELECTRODE AND DRAIN ELECTRODE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.08.29,"바이폴라 트랜지스터 및 그 제조 방법(BIPOLAR TRANSISTOR AND MANUFACTURING METHOD THEREOF, PARTICULARLY FOR HIGH INTEGRATION OF A SEMICONDUCTOR DEVICE BY SEPARATING NEIGHBORING ISOLATION LAYERS)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.08.30,"플래쉬 이이피롬 셀 제조 방법(METHOD OF MANUFACTURING A FLASH EEPROM CELL, PARTICULARLY FOR FORMING UNIFORM CHANNEL LENGTHS OF A SELECT TRANSISTOR BY FORMING A SELF ALIGNED SOURCE REGION WITH RESPECT TO A STACKED GATE STRUCTURE)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.08.28,"엘디디구조 모스 트랜지스터 제조방법(METHOD OF FABRICATING A LDD STRUCTURED MOS TRANSISTOR, PARTICULARLY FOR FORMING HIGH CONCENTRATED SOURCE/DRAINS WITHOUT FORMING SIDE WALLS BY USING A BUFFER OXIDE LAYER)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.08.20,"모스트랜지스터의 제조방법(METHOD OF MANUFACTURING A MOS TRANSISTOR, PARTICULARLY FOR OMITTING THE PROCESSES OF INJECTING DOPANTS THROUGH EXPOSURE AND DEVELOPMENT PROCESSES OF PHOTO RESISTS BY INJECTING CONCENTRATED DOPANTS TO ACTIVE REGIONS OF NMOS AND PMOS)",에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.07.28,"반도체 소자 및 그 제조 방법(SEMICONDUCTOR ELEMENT AND A MANUFACTURING METHOD THEREOF, PARTICULARLY CONCERNED WITH IMPROVING INTEGRATION OF ELEMENTS BY ARRANGING CAPACITOR AND A TRANSISTOR VERTICALLY)",에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.06.30,박막 트랜지스터 및 그의 제조 방법(THIN FILM TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.06.30,반도체장치의게이트전극(GATE ELECTRODE OF SEMICONDUCTOR DEVICE TO AVOID EXCESSIVE ERASE THAT CAUSES MALFUNCTION OF TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.06.30,반도체 소자의 트랜지스터 제조방법(METHOD OF MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.06.30,기준전압발생회로(REFERENCE VOLTAGE GENERATING CIRCUIT FOR GENERATING STABLE REFERENCE VOLTAGE BY USING PLURAL RESISTORS INSTEAD OF NMOS TRANSISTORS),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.06.25,반도체 소자의 박막 트랜지스터 제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.06.24,반도체소자의트랜지스터형성방법(FABRICATING METHOD FOR TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.06.24,반도체 소자의 정전기 방지용 트랜지스터 제조방법(MANUFACTURING METHOD OF A TRANSISTOR PROTECTING A ELECTROSTATIC DISCHARGE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.05.22,반도체소자의트랜지스터제조방법(METHOD FOR MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.05.22,반도체소자의트랜지스터제조방법(METHOD FOR FABRICATING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.31,반도체 소자의 트랜지스터 형성방법(METHOD OF MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.31,반도체 소자의 트랜지스터 제조방법(METHOD FOR MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.30,반도체 장치의 트랜지스터 제조방법(METHOD OF MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.30,정전기 방지용 트랜지스터(TRANSISTOR FOR ELECTROSTATIC DISCHARGE PROTECTION),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.31,반도체소자의트랜지스터제조방법(METHOD FOR FABRICATING TRANSISTOR OF SEMICONDUCTOR DEVICE FOR FORMING EASILY SILICIDE AND RESTRAINING PARASITIC RESISTANCE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.30,A/D 컨버터(ANALOG-TO-DIGITAL CONVERTER USING THRESHOLD VOLTAGE OF MOS TRANSISTOR INSTEAD OF A RESISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.28,반도체 인덕터(SEMICONDUCTOR INDUCTOR USING TRANSISTOR TO IMPROVE INTEGRATION DEGREE),에스케이하이닉스 주식회사(경기도 이천시...)|국방과학연구소(대전광역시 유성구...)
등록결정(심사전치후),1996.12.30,전계효과트랜지스터제조방법(METHOD FOR MANUFACTURING FIELD EFFECT TRANSISTOR USING PHOTORESIST SPACER AS ION-IMPLANTATION MASK OF LDD STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.28,반도체 소자의 트랜지스터 제조 방법(MANUFACTURING METHOD OF TRANSISTOR FOR A SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
거절결정(일반),1996.12.28,트랜지스터 및 그 제조방법(TRANSISTOR AND METHOD OF MANUFACTURING TANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.27,반도체 장치의 전계효과트랜지스터 및 그 제조방법(FIELD EFFECT TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.27,정전기 방지용 트랜지스터 및 그 제조방법(TRANSISTOR FOR PREVENTING ELECTROSTATIC DISCHARGE AND METHOD FOR MANUFACTURING THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.23,반도체소자의 트랜지스터 제조방법(MANUFACTURING METHOD OF A TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.11,박막 트랜지스터 및 그의 제조방법(THIN FILM TRANSISTOR AND MANUFACTURING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.11.23,반도체소자의 트랜지스터 제조방법(MANUFACTURING METHOD FOR TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.11.19,반도체 장치의 전계효과트랜지스터 제조방법(METHOD FOR MANUFACTURING FIELD EFFECT TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.11.01,반도체 장치의 전계효과트랜지스터 제조방법(METHOD OF FABRICATING A FIELD EFFECT TRANSISTOR FOR SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.11.06,반도체소자의 트랜지스터 제조방법(MANUFACTURING METHOD OF TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.11.02,SOI모스트랜지스터제조방법.(METHOD OF MANUFACTURING SOI MOS TRANSISTOR WITH REDUCED SERIES RESISTANCE BETWEEN SOURCE AND DRAIN REGIONS),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.10.29,바이폴라트랜지스터및그의제조방법(BIPOLAR TRANSISTOR AND FABRICATING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.10.10,"수직방향의채널을갖는모스트랜지스터와그를포함하는반도체메모리셀및그제조방법(MOS TRANSISTOR WITH VERTICAL CHANNEL USING LOCAL EPITAXIAL LAYER, SEMICONDUCTOR MEMORY CELL AND MANUFACTURING METHOD THEREOF)",에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.07.31,박막 트랜지스터의 제조 방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.06.29,박막 트랜지스터 액정표시소자(THIN FILM TRANSISTOR LIQUID CRYSTAL DISPLAY DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.06.28,모스트랜지스터 제조방법(METHOD OF MANUFACTURING MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.06.25,모스트랜지스터 및 그 제조방법(MOS TRANSISTOR AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.06.29,바이폴라 트랜지스터 및 그의 제조방법(BIPOLAR TRANSISTOR AND THE MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.06.27,모스 트랜지스터 및 그 제조방법(MOS TRANSISTOR AND MANUFACTURING THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.06.25,박막 트랜지스터 형성방법(METHOD OF FORMING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.06.24,가변 드레인 전류형 트랜지스터를 갖는 반도체 장치(SEMICONDUCTOR DEVICE HAVING VARIABLE DRAIN CURRENT TYPE TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.06.25,모스트랜지스터 제조방법(METHOD OF MANUFACTURING MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.05.22,고전압트랜지스터형성방법(METHOD FOR FORMING HIGH VOLTAGE TRANSISTOR TO COMPENSATE FOR SIDEWALL OF GATE OXIDE LAYER AND AVOID SIDE ATTACK IN SOURCE/DRAIN IMPLANTATION PROCESS),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.05.06,고전압 트랜지스터의 제조방법(METHOD OF MANUFACTURING HIGH-VOLTAGE TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.04.29,박막트랜지스터및그제조방법(THIN FILM TRANSISTOR AND METHOD FOR FABRICATING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.04.18,반도체 소자의 트랜지스터 제조 방법(METHOD OF MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.29,저도핑드레인구조의모스트랜지스터제조방법(METHOD FOR MANUFACTURING MOS TRANSISTOR WITH LIGHTLY DOPED DRAIN STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.30,바이폴라 접합 트랜지스터 제조방법(METHOD FOR FABRICATING BIPOLAR JUNCTION TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.30,정전기 방지용 트랜지스터 및 그의 제조방법(TRANSISTOR PROTECTING STATIC ELECTRICITY AND ITS FABRICATION PROCESS),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.30,반도체 소자의 트랜지스터 제조방법(METHOD OF FABRICATING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.29,씨모스 트랜지스터 제조방법(METHOD OF FABRCATING CMOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.29,반도체 소자의 트랜지스터 제조방법(METHOD FOR MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.29,반도체 소자의 트랜지스터 제조방법(METHOD FOR MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.29,반도체 소자의 트랜지스터 제조방법(METHOD FOR MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.29,미세한 크기의 전계효과 트랜지스터 제조방법(MANUFACTURING METHOD OF MINUTE FIELD EFFECT TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.28,반도체 소자의 모스 트랜지스터 제조방법(METHOD OF FABRICATING MOS TRANSISTOR IN SEMICONDUCTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.23,반도체소자의자기정렬실리사이드막을이용한전계효과트랜지스터제조방법(METHOD FOR MANUFACTURING FIELD EFFECT TRANSISTOR USING SELF-ALIGNED SILICIDE LAYER IN SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.23,반도체소자의코발트실리사이드막을이용한모스트랜지스터형성방법(METHOD FOR FORMING MOS TRANSISTOR USING COBALT SILICIDE LAYER IN SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.21,트랜지스터제조방법(METHOD FOR MANUFACTURING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.20,고전압 트랜지스터 제조방법(METHOD FOR FABRICATING HIGH VOLTAGE TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.16,전계효과 트랜지스터 제조 방법(FABRICATION METHOD OF FIELD EFFECT TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.19,박막트랜지스터 및 그 제조 방법(THIN FILM TRANSISTOR AND FABRICATION METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.16,모스트랜지스터제조방법(METHOD FOR FABRICATING MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.12,반도체소자의트랜지스터제조방법(MEHTOD OF MANUFACTURING THE TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.13,모스형트랜지스터의제조방법(METHOD FOR MANUFACTURING MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.12,반도체소자의트랜지스터제조방법(METHOD OF MANDFACTORING TRANSISTOR IN SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.12,반도체소자의트랜지스터제조방법(METHOD FOR MANUFACTURING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.12,반도체소자의트랜지스터제조방법(METHOD OF MANUFACTURING TRANSISTOR IN SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.01,반도체소자의트랜지스터제조방법(METHOD OF FABRICATING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.07,반도체소자의트랜지스터제조방법(METHOD FOR FABRICATING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.11.23,바이폴라접합트랜지스터및그제조방법(BIPOLAR JUNCTION TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.11.24,게이트 단부의 고전계 영역과 소오스 드레인간의 전류 경로를 분리시킬 수 있는 트랜지스터(TRANSISTOR WITH SEPARATED CURRENT PATHS FOR HIGH FIELD AREA AT THE ENDING PART OF GATE AND FOR THE CURRENT BETWEEN SOURCE AND DRAIN OF IT),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.11.24,모스트랜지스터의제조방법(METHOD FOR FABRICATING METAL OXIDE SEMICONDUCTOR TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.11.23,박막트랜지스터제조방법(METHOD FOR FABRICATING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.11.23,바이폴라접합트랜지스터및그제조방법(BIPOLAR JONCTION TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.11.16,엘디디(LDD)구조를갖는모스트랜지스터제조방법(A METHOD OF FABRICATING A MOS TRANSISTOR HAVING LDD STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.11.02,트랜지스터제조방법(METHOD OF MANUFACTURING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.10.27,박막트랜지스터제조방법(METHOD OF MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.10.27,박막트랜지스터제조방법(METOD FOR FABRICATING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.09.14,반도체소자의트랜지스터제조방법(METHOD FOR FABRICATING TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.08.25,씨모스트랜지스터제조방법(METHOD OF MANUFACTURING CMOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
