심사진행상태,출원일자,발명의명칭,출원인
등록결정(일반),2012.09.05,고전자 이동도 트랜지스터 및 그 제조방법(High electron mobility transistor and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.02.16,식각액 조성물 및 박막 트랜지스터 표시판의 제조 방법(ETCHANT COMPOSITION AND METHOD FOR THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.03.32,리세스 채널 트랜지스터 구조를 갖는 단일 트랜지스터플로팅 바디 디램 셀 및 그 제조방법(One transistor floating body DRAM cell with recesschannel transistor structure and method of fabricatingthe same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2012.11.31,고전자 이동도 트랜지스터 및 그 제조방법(High electron mobility transistor and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1996.08.09,모스 트랜지스터 및 그 제조방법(MOS TRANSISTOR AND MANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2007.12.25,쇼트키 배리어 트랜지스터 제조방법(Method of fabricating Schottky barrier transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2008.09.11,"트랜지스터, 이를 포함하는 인버터 및 이들의 제조방법(Transistor, inverter comprising the same and methods of manufacturing transistor and inverter)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.01.32,박막 트랜지스터 기판의 검사장치(INSPECTION APPARATUS OF THIN FILM TRANSISTOR BOARD),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2008.04.15,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND METHOD FOR MANUFACTURING THE SAME),삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2004.06.30,멀티 게이트 트랜지스터의 제조방법 및 이에 의해 제조된멀티 게이트 트랜지스터(Multi-gate transistor fabrication method andmulti-gate transistor fabricated thereby),삼성전자주식회사(경기도 수원시 영통구...)
원결정유지(심사전치),2004.12.09,"박막 트랜지스터, 이의 제조 방법, 이를 갖는 표시장치 및표시장치의 제조 방법(THIN FILM TRANSISTOR, METHOD OF MANUFACTURING THE THINFILM TRANSISTOR, DISPLAY APPARATUS HAVING THE THINFILM TRANSISTOR AND METHOD OF MANUFACTURING THEDISPLAY APPARATUS)",삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2003.06.17,인장된 채널을 갖는 모스 트랜지스터를 구비하는반도체소자의 제조 방법(Methods of fabricating a semiconductor deviceincluding a MOS transistor having a strained channel),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(심사전치후),1999.11.10,전계 효과 트랜지스터 채널 구조가 형성된 스캐닝 프로브마이크로스코프의 탐침 및 그 제작 방법(Probe of scanning probe microscope having a fieldeffect transistor channel and Fabrication methodthereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.05.09,자기정렬공정을 이용한 전계 효과 트랜지스터 채널 구조를 가지는 스캐닝 프로브 마이크로 스코프의 탐침 제조 방법(Method of fabricating probe of scanning probe microscope having field effect transistor channel structure utilizing self-aligned fabrication),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.11.05,다중 채널 트랜지스터들을 갖는 반도체 소자의 제조방법들및 그에 의해 제조된 반도체 소자들(Fabrication methods of semiconductor devices havingmultiple channel transistors and semiconductor devicesfabricated thereby),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.10.08,유기 박막 트랜지스터 표시판 및 그 제조 방법(ORGANIC THIN FILM TRANSISTOR ARRAY PANEL AND METHOD FORMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2006.10.31,다중 채널 모오스 트랜지스터를 포함하는 반도체 장치의제조 방법(Method of manufacturing semiconductor device havingmultiple channels MOS transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.10.29,"박막트랜지스터 기판 및 이의 제조방법과,박막트랜지스터를 갖는 액정표시패널 및 전계발광 표시패널(SUBSTRATE HAVING THIN FILM TRANSISTOR AND METHOD FORMAKING THE SUBSTRATE, AND LIQUID CRYSTAL DISPLAY PANELAND ELECTRO LUMINESCENCE DISPLAY PANEL HAVING THETRANSISTOR)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.02.03,박막 트랜지스터 표시판 및 이를 포함하는 액정 표시 장치(thin film transistor array panel and liquid crystaldisplay including the panel),삼성전자주식회사(경기도 수원시 영통구...)
거절결정(일반),2005.10.18,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND METHOD FORMANUFACTURING THE SAME),삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2012.07.21,고전자 이동도 트랜지스터 및 그 제조방법(High electron mobility transistor and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.12.18,씨모스 공정과 통합될 수 있는 높은 이득을 갖는 바이폴라접합 트랜지스터 및 그 형성 방법(Bipolar Junction Transistor with high Gainintegratable with CMOS FET process and Method forForming the Same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2001.05.15,액정표시장치용 박막 트랜지스터 및 그 제조방법(Thin film transistor for liquid crystal device andmethod of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2013.08.28,"포토게이트 구조와 감지 트랜지스터를 포함하는 CMOS 이미지 센서, 이의 동작 방법, 및 이를 포함하는 이미지 처리 시스템(CMOS IMAGE SENSOR WITH PHOTOGATE STRUCTURE AND SENSING TRANSISTOR, METHOD THEREOF, AND IAMGE PROCESSING SYSTEM INCLUDING THE SAME)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2000.12.2,크로스 커플드 트랜지스터 쌍의 레이아웃 방법(Layout method of cross-coupled transistor pair),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2000.12.8,모스 트랜지스터의 실리콘 게르마늄 게이트 폴리 형성방법 및 이를 이용한 씨모스 트랜지스터 형성 방법(METHOD OF FORMING GERMANIUM DOPED POLYCRYSTALINESILICON GATE OF MOS TRANSISTOR AND METHOD OF FORMINGCMOS TRANSISTOR USING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2012.05.05,유기 박막 트랜지스터 및 그 제조 방법(ORGANIC THIN FILM TRANSISTOR AND METHOD OF MANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2006.10.13,"전계 효과 트랜지스터에서 스트레스 질화막 구조제조에서의 HDP/PECVD 방법 및 그에 의해 제조된전계 효과 트랜지스터(HDP/PECVD methods of fabricating stress nitridestructures for field effect transistors, and fieldeffect transistors so fabricated)",삼성전자주식회사(경기도 수원시 영통구...)|인터내셔널 비즈니스 머신즈 코오퍼레이션(미국 뉴욕주 ***** 아몬크 뉴 오차드 로드)
등록결정(일반),2003.11.08,부분적으로 절연된 전계효과 트랜지스터를 구비하는반도체 장치 및 그 제조 방법(Semiconductor Device Having Partially Insulated FieldEffect Transistor (PiFET) And Method Of FabricatingThe Same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.09.20,바이폴라 트랜지스터 및 그 제조 방법(Bipolar transistor and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2000.06.28,탄소나노튜브를 이용한 나노 크기 수직 트랜지스터 및 그제조방법(Vertical nano-size transistor using carbon nanotubesand manufacturing method thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.01.12,반사-투과형 액정표시장치 및 박막 트랜지스터 기판의제조방법(TRANSFLECTIVE TYPE LIQUID CRYSTAL APPARATUS AND METHODFOR MANUFACTURING THIN FILM TRANSISTOR BOARD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2010.01.19,최적화된 채널 영역을 갖는 모스 트랜지스터들을 구비하는 반도체 소자들 및 그 제조방법들(Semiconductor devices including MOS transistors having an optimized channel region and methods of fabricating the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2014.09.17,"절연체 표면 개질용 조성물, 절연체의 표면 개질 방법, 절연체, 및 박막 트랜지스터(COMPOSITION FOR SURFACE MODIFICATION OF INSULATOR, METHOD FOR SURFACE MODIFICATION OF INSULATOR, INSULATOR, AND THIN FILM TRANSISTOR)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(심사전치후),2004.11.30,스타형 (올리고티오펜-아릴렌) 유도체 및 이를 이용한유기박막 트랜지스터(Star-shaped (Oligothiophene-Arylene) derivatives andOrganic Thin Film Transistor using the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2010.12.08,임계 전압 스케일링 또는 스택 구조의 트랜지스터를 이용한 저전력 래치 장치(LOW POWER LATCH DEVICE USING THRESHOLD VOLTAGE SCALING OR USING A STACK STRUCTURE OF TRANSISTORS),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.06.28,핀 전계효과 트랜지스터 및 그의 핀 형성방법(FIN FIELD EFFECT TRANSISTOR AND METHOD FOR FORMING OFFIN THEREIN),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.03.17,다중 게이트 트랜지스터들을 채택하는 씨모스 에스램 셀들및 그 제조방법들(CMOS SRAM cells employing multiple gate transistors andmethods fabricating the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2012.08.08,고전자이동도 트랜지스터(High electron mobility transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.09.04,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(심사전치후),2004.06.24,축소가능한 3개의 트랜지스터를 갖는 메모리셀 구조 및 그제조방법(Scalable two transistor memory cell and method offabricating the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.03.24,4차원 시모스 전계효과 트랜지스터 및 그것을 제조하는 방법(Three dimensional CMOS field effect transistor andmethod of fabricating the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.01.04,플라스틱 기판을 이용한 박막 트랜지스터 표시판의 제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR ARRAYPANEL USING PLASTIC SUBSTRATE),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1997.09.05,소이 트랜지스터 및 그의 제조 방법(A SILICON-ON-INSULATOR TRANSISTORS AND FABRICATING METHOD OF THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.01.32,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.12.31,조절된 이동도를 가지는 반도체 소자 및 이를 적용한 TFT(Semiconductor device with modified mobility and thinfilm transistor having the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.12.04,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND METHOD FORMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.01.18,박막 트랜지스터 표시판 및 이를 포함하는 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY INCLUDING THE PANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1994.07.21,비선형광트랜지스터(NONLINEAR OPTICAL TRANSISTOR),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(심사전치후),2004.08.25,박막 트랜지스터 표시판과 그 제조 방법(Thin film transistor array panel and manufacturingmethod thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.11.22,다중 채널 모오스 트랜지스터를 포함하는 반도체 장치의제조 방법(Method of manufacturing semiconductor device havingmultiple channels MOS transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1996.12.19,패스 트랜지스터 로직을 사용하는 조건 합 가산기 및 그것을 구비한 집적 회로(CONDITIONAL SUM ADDER USING PASS-TRANSISTOR LOGIG AND INTEGRATED CIRCUIT HAVING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
거절결정(일반),2005.07.26,박막트랜지스터 기판과 박막트랜지스터 기판의 제조방법(THIN FILM TRANSISTOR SUBSTRATE AND MANUFACTURING METHODTHEREOF),삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2008.10.11,산화물 반도체 트랜지스터 및 그 제조방법(Oxide semiconductor transistor and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.07.24,리세스 게이트 트랜지스터 구조 및 그에 따른 형성방법(Recess gate transistor structure and method therefore),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.02.20,수직채널을 갖는 전계효과 트랜지스터 및 그 제조방법(FIELD EFFECT TRANSISTORS HAVING A VERTICAL CHANNEL ANDMETHODS OF FABRICATING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.08.19,박막 트랜지스터 기판의 제조 방법 및 그에 의해 제조된박막 트랜지스터(Method for fabricating thin film transistor plate andthin film transistor plate fabricated by the same),삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2002.10.18,지문 인식 소자를 내장한 일체형 액정표시장치 및 이의제조 방법(THIN FILM TRANSISTOR LIQUID CRYSTAL DISPLAY INTEGRATEDWITH FINGERPRINTING DEVICE AND METHOD FOR FABRICATINGTHE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2012.07.18,고전자 이동도 트랜지스터 및 그 제조방법(High electron mobility transistor and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2007.09.21,모스 트랜지스터의 열화도 추정 방법 및 회로 특성 열화도추정 방법(Method for predicting degradation degree of MOS transistor and circuit character),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1999.01.14,"박막트랜지스터 제조방법과 이에 의해 제조된 기판 및 박막트랜지스터(Method for fabricating a thin film transistor and asubstrate, thin film transistor fabricated the same)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.08.22,"박막 트랜지스터 어레이 기판 및 이를 포함하는 액정 표시장치(A THIN FILM TRANSISTOR ARRAY PANEL, A LIQUID CRYSTALDISPLAY INCLUDING THE PANEL)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2007.02.17,"질소를 포함하는 헤테로아로마틱계 리간드/전이금속착화합물, 이를 포함하는 버퍼층 및 상기 버퍼층을포함하는 유기박막 트랜지스터(NITROGEN CONTAINING HETEROAROMATIC LIGAND/TRANSITION METALCOMPLEXES, BUFFER LAYER COMPRISING THE COMPLEXES AND ORGANIC THIN FILM TRANSISTOR COMPRISING THE BUFFER LAYER)",삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2008.02.14,리세스 채널 어레이 트랜지스터를 구비하는 반도체 소자의제조 방법(Method of manufacturing semiconductor device having recess channel array transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.10.26,다중 도메인 박막 트랜지스터 표시판(MULTI-DOMAIN THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2012.01.07,2-트랜지스터 플래시 메모리 및 2-트랜지스터 플래시 메모리의 프로그램 방법(2-TRANSISTOR FLASH MEMORY AND PROGRAMMING METHOD OF 3-TRANSISTOR FLASH MEMORY),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2014.03.14,전기광학 모듈레이터 및 이를 포함하는 TFT 어레이 검사 장치(Electro-optic modulator and thin film transistor array test apparatus),삼성전자주식회사(경기도 수원시 영통구...)|삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2008.10.21,더미 트랜지스터를 갖는 플래시 메모리 장치(FLASH MEMORY DEVICE HAVING DUMMY TRANSISTOR),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(심사전치후),2003.11.25,게르마늄 채널 영역을 가지는 비평면 트랜지스터 및 그제조 방법(Non-planar transistor having germanium channel regionand method for forming the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2006.02.17,캐리어 트래핑 물질을 구비한 유니폴라 탄소나노튜브 및유니폴라 전계효과 트랜지스터(Unipolar nanotube transistor having carrier-trappingmaterial and field effect transistor having the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.05.20,집적 회로 소자 리세스 트랜지스터의 제조 방법 및 이에의해 제조된 집적회로 소자 리세스 트랜지스터(Method of fabricating recess transistor in integratedcircuit device recess transistor and recess transistorin integrated circuit device fabricated by the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2011.06.29,고 전자 이동도 트랜지스터 및 그 제조방법(High electron mobility transistor and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.11.17,유기 박막 트랜지스터 표시판 및 그 제조 방법(ORGANIC THIN FILM TRANSISTOR ARRAY PANEL AND METHOD FORMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2006.08.12,"리세스 채널 구조 및 핀 구조를 갖는 트랜지스터, 이를채택하는 반도체소자 및 그 제조방법(Transistor having recess channel structure and finstructure, semicoductor device employing thetransistor, and method of frabication the semiconductordevice)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(재심사후),2016.12.20,LDD 영역을 갖는 고 전자 이동도 트랜지스터(HEMT) 및 그 제조방법(High Electron Mobility Transistor having Lightly Doped Drain region and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.09.17,이중 게이트 전계 효과 트랜지스터 및 그 제조방법(Double gate field effect transistor and manufacturingmethod for the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.12.18,박막 트랜지스터 및 그 제조방법(Thin film transistor and method of manufacturing thesame),삼성전자주식회사(경기도 수원시 영통구...)
거절결정(일반),2005.10.18,박막 트랜지스터 표시판 및 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.06.26,모오스 전계 효과 트랜지스터의 제조 방법(Method Of Fabricating Metal-Oxide-Semiconductor FieldEffect Transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.09.24,고내압 전계효과 트랜지스터 및 이를 형성하는 방법(Field Effect Transistor with high breakdown voltageand Method of forming the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.03.19,전계효과 트랜지스터 구조 및 그의 제조방법(Field Effect Transistor and method for manufacturingat the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.12.18,다결정 실리콘 필름의 제조방법 및 이를 이용한 적층형트랜지스터의 제조방법(Fabrication method of poly-crystalline Si thin filmand stacked transistor thereby),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.05.08,트렌치 게이트를 갖는 매몰 채널형 트랜지스터 및 그제조방법(Buried channel transistor having trench gate andMethod of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2012.10.12,고전자이동도 트랜지스터 및 그 구동방법(High electron mobility transistor and method of driving the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.11.25,트랜지스터 및 그 제조방법(transistor and method of fabricating the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(취소환송후),2004.10.20,(올리고티오펜-아릴렌) 유도체 및 이를 이용한유기박막트랜지스터((Oligothiophene-Arylene) derivatives and Organic ThinFilm Transistor using the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2001.12.20,에피택셜층들을 이용하는 트랜지스터 구조 및 그 제조방법(Transistor structure using epitaxial layers andmanufacturing method thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.07.25,수직 이중 채널을 갖는 SOI 트랜지스터의 제조 방법 및그에 따른 구조(Method for manufacturing SOI transistor havingvertical double-channel and structure thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.02.21,민감도가 향상된 바이오 FET(Sensitive Enhanced Biomolecule Field Effect Transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.06.31,박막 트랜지스터 표시판 및 그의 제조 방법(Thin film transistor array panel and method formanufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.10.11,"리세스 채널 트렌치 패턴의 형성 방법, 리세스 채널트랜지스터의 제조 방법 및 리세스 채널 트랜지스터(Method for forming recess channel trench pattern,method for fabricating recess channel transistor andrecess channel transistor fabricated by the same)",삼성전자주식회사(경기도 수원시 영통구...)
거절결정(재심사),2013.08.15,"고전자이동도 트랜지스터와 그 제조방법 및 고전자이동도 트랜지스터를 포함하는 전자소자(High electron mobility transistor, method of manufacturing the same and electronic device including high electron mobility transistor)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.07.13,방향성이 조절된 단결정 와이어 및 이를 적용한트랜지스터의 제조방법(Fabrication method of orientation controlledSimgle-Crystalline wire and transistor adopting thewire),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1998.07.25,단채널효과를개선한모스트랜지스터제조방법(METHOD FOR MANUFACTURING MOS TRANSISTOR WITH IMPROVED SHORT CHANNEL EFFECT),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.07.30,모스 트랜지스터들의 제조방법(METHOD FOR FORMING MOS TRANSISTORS),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1998.11.08,고속 바이폴라 트랜지스터 및 그 제조방법_(HIGH-SPEED BIPOLAR TRANSISTOR AND METHOD FOR FABRICATING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2008.02.15,다층 바이폴라 전계효과 트랜지스터 및 그의 제조방법(Multilayer Bipolar Field-effect Transistor and Preparation Method thereof),"삼성전자주식회사(경기도 수원시 영통구...)|더 리젠츠 오브 더 유니버시티 오브 캘리포니아(미합중국, *****-**** 캘리포니아, 오클랜드, 프랭클린 스트리트 ****, *th 플로어)"
등록결정(심사전치후),2008.10.22,"박막 트랜지스터 표시판과 그 제조 방법 및 박막 트랜지스터 표시판을 갖는 표시 장치(THIN FILM TRANSISTOR SUBSTRATE, METHOD OF MANUFACTURING THE SAME, AND DISPLAY APPARATUS HAVING THE SAME)",삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2005.02.15,소스/드레인에의 접촉 면적을 개선한 트랜지스터 및 제조방법(Transistor enlarging contact surface on source/drain and manufacturing method therefor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.01.13,"유니-트랜지스터 랜덤 액세스 메모리 장치 및 그것의읽기, 쓰기 그리고 리프레쉬 방법(UNI-TRANSISTOR RANDOM ACCESS MEMORY DEVICE AND READ,WRITE AND REFRESH METHODS THEREOF)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1997.10.15,실리콘막의결정화방법및이를이용한박막트랜지스터-액정표시장치(TFT-LCD)의제조방법(METHOD FOR CRYSTALLIZATION OF SILICON FILM AND FABRICATING METHOD FOR THIN FILM TRANSISTOR-LIQUID CRYSTAL DISPLAY USING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.06.15,수직 카본나노튜브 전계효과트랜지스터 및 그 제조방법(Vertical carbon nanotube - field effect transistor andmethod of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.08.13,박막 트랜지스터 표시판 및 그의 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.11.21,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.11.17,유기 반도체를 이용한 박막 트랜지스터 표시판 및 그 제조방법(Thin film transistor array panel using organicsemiconductor and manufacturing method thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2001.11.22,티자형의 게이트 전극을 갖는 모스 트랜지스터 및 그 제조방법(MOS Transistor With T-Shaped Gate Electrode And MethodOf Fabricating The Same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.04.30,바이폴라 트랜지스터 형성 방법 및 그에 따른 바이폴라트랜지스터(Method Of Forming A Bipolar Transistor And the BipolarTransistor Formed Thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.06.18,채널부 홀의 일 측벽에 채널 영역을 갖는 트랜지스터의형성방법들(Methods Of Forming Transistor Having A Channel RegionAt A Predetermined Sidewall Of A Channel-Portion Hole),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2008.08.20,산화물 반도체 및 이를 포함하는 박막 트랜지스터(Oxide Semiconductor and Thin Film Transistor comprising the same),삼성전자주식회사(경기도 수원시 영통구...)
거절결정(일반),2004.08.06,"마스크, 박막트랜지스터 기판, 이의 제조 방법 및 이를갖는 표시장치(MASK AND THIN FILM TRANSISTOR SUBSTRATE USING THE MASKAND METHOD OF MANUFACTURING THE THIN FILM TRANSISTORSUBSTRATE USING THE MASK, AND DISPLAY DEVICE HAVINGTHE THIN FILM TRANSISTOR SUBSTRATE)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.12.07,표시 장치용 세정제 및 이를 사용하는 박막 트랜지스터표시판의 제조 방법(CLEANING MATERIAL FOR DISPLAY DEVICE AND METHOD FORMANUFACTURING THIN FILM TRANSISTOR ARRAY PANEL USINGTHE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(재심사후),2009.10.28,박막 트랜지스터 기판(Thin film transistor array panel),삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2003.12.05,비대칭으로 마주보는 소오스 및 드레인 영역들이 배치된 트랜지스터를 갖는 반도체 장치들 및 그 제조 방법들(SEMICONDUCTOR DEVICES HAVING TRANSISTOR WITH SOURCE AND DRAIN REGIONS FACING ASYMMETRICALLY AND METHODS OF FABRICATING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.07.05,액정 표시 장치 및 그 구동 방법(THIN FILM TRANSISTOR ARRAY PANEL AND DRIVING METHODTHEREOF),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2006.08.09,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND METHOD FORMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.10.06,매몰 비트 라인에 접속된 수직형 트랜지스터를 포함하는회로 소자 및 제조 방법(Circuitry device comprising vertical transistors withburied bit lines and manufacturing method for the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.12.13,모든 칼럼 선택 트랜지스터들을 선택할 수 있는 칼럼 프리디코더를 갖는 플레쉬 메모리 장치와 그 스트레스 테스트방법(Flash memory device having column pre-decoder capableof selecting all column selection transistors andstress test method thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.07.26,박막트랜지스터 기판과 박막트랜지스터 기판의 제조방법(THIN FILM TRANSISTOR SUBSTRATE AND MANUFACTURING METHODTHEREOF),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.02.08,"성능이 향상된 멀티 게이트 트랜지스터용 액티브 구조의제조 방법, 이에 의해 제조된 액티브 구조 및 멀티 게이트트랜지스터(Fabrication method for active structure of multi-gatetransistor with improved performance and activestructure and multi-gate transistor fabricated thereby)",삼성전자주식회사(경기도 수원시 영통구...)
